eval_id,x,order,f1,f2,f3,g1,g2,feasible
81,"[0.3831985507600053, 0.5669606240935289, 0.04560400200132986, 0.0008683467706340764, 0.49817357645945737, 0.16588302067551264, 0.606120162091562, 0.42907788198065777, 0.5854855283776236, 0.2937668253901985]","[2, 5, 4, 1, 3, [1.5754258939482837, 1.5059196586731494]]",-11.601118,1.0,5406.036621162748,-19.129844920547328,0,1
82,"[0.06944255220911466, 0.7565481885164599, 0.8376044646715257, 0.061444487746891596, 0.7412825811084237, 0.24897803377890504, 0.41266184090595637, 0.28932473623371835, 0.7259328170445997, 0.3885940213114095]","[1, 2, 3, 5, 4, [1.5894506160128672, 1.5884370004928923]]",-38.453865,1.0,6295.182439670469,204.4990507791049,0,0
83,"[0.8015539994207903, 0.6525552280321778, 0.22063969767156955, 0.2211456203480786, 0.4122581036013313, 0.054092423072893525, 0.15291457938169273, 0.6557251266790527, 0.6785404011078063, 0.8579565860828949]","[2, 1, 3, 5, 4, [1.502312415208905, 1.5250244835697635]]",-34.40009,0.244,5282.891661275359,213.96557519781425,1,0
84,"[0.6237938953911182, 0.9842833652012359, 0.20504318864808124, 0.6914020703485197, 0.4559579137834172, 0.47815499330431266, 0.38911351876404177, 0.5686355568231272, 0.9220071038348017, 0.8409697471657647]","[2, 4, 5, 3, 1, [1.530599341204985, 1.5668971549534847]]",-32.12407,0.286,4923.471119544464,-162.99586350909237,0,1
85,"[0.006370356134475008, 0.47635686400665, 0.3002895191230467, 0.3611089549808859, 0.041732052658524754, 0.2806639612972015, 0.7824677739578957, 0.1514966686165753, 0.4154419134975016, 0.23753402360280473]","[5, 1, 2, 4, 3, [1.5558040455722277, 1.5067112835223966]]",-46.671787,1.0,5624.136230515474,159.04572668255895,0,0
86,"[0.8361293998770449, 0.6407089592540081, 0.7258463738956974, 0.5968657087035341, 0.8010108260381404, 0.9691548193631334, 0.31390399535250835, 0.9144575227640473, 0.4056418836151042, 0.617037213784297]","[1, 2, 5, 3, 4, [1.5535800238202837, 1.567091425113182]]",-19.984167,0.007,4653.804089805326,82.54118821204551,1,0
87,"[0.27362821476445476, 0.1672327631964584, 0.7393624365106678, 0.23883593520619228, 0.450110158148318, 0.06924004819767604, 0.43968149479535934, 0.6546683700581252, 0.6271686504453093, 0.830882039842503]","[1, 5, 3, 2, 4, [1.5179405698767092, 1.5284975857128666]]",-34.993034,0.427,6416.853386747685,-82.48817538739706,1,0
88,"[0.3993054584230936, 0.04995876350316575, 0.2917589465613828, 0.03573947827261181, 0.5021592486095807, 0.08530080684740937, 0.841713197671142, 0.21351922297090098, 0.7826659858039919, 0.420981455749051]","[4, 1, 3, 2, 5, [1.5212071500671915, 1.516520248528911]]",-12.348442,1.0,6502.316903059606,150.7757230632174,1,0
89,"[0.9727333778709322, 0.4266452494005132, 0.03741957784585437, 0.007438460017353821, 0.04795864401178951, 0.37025043557391124, 0.25386997911453135, 0.6440730065190395, 0.2185567412706345, 0.237506166617371]","[5, 2, 3, 1, 4, [1.5582823921225375, 1.530327129082035]]",-39.789116,1.0,8116.54154692702,177.4471475172382,0,0
90,"[0.7960130471814316, 0.4659358015570404, 0.8458309660933966, 0.07425986958105812, 0.4651666390657755, 0.36392006854701464, 0.5223908959891849, 0.6243165814859301, 0.2765154543989746, 0.27096337485901945]","[1, 2, 4, 5, 3, [1.5537995713665416, 1.5747903144260613]]",-39.607662,1.0,5278.91219745146,-167.04363890729252,1,0
91,"[0.2109886952196286, 0.08259899844275276, 0.12595110792712072, 0.45062746200015924, 0.9688923064648718, 0.30512200414861046, 0.6001526078065712, 0.12084871469241387, 0.46352304672763456, 0.5170332803002033]","[1, 5, 2, 4, 3, [1.5264345787489848, 1.521082923509312]]",-53.928677,0.935,7221.83143148105,-86.24388268644151,1,0
92,"[0.41314675766669495, 0.9238636364987457, 0.5985926611734498, 0.869647019370974, 0.26375016719217015, 0.6525134643579673, 0.006917167204821495, 0.9509858509966562, 0.4128989248988316, 0.9534499205700847]","[2, 1, 4, 3, 5, [1.550482996527428, 1.5732420575432315]]",-52.35627,0.164,6605.126781474099,-306.0803529220358,0,1
93,"[0.0017358137407054164, 0.023226411532892732, 0.2741494194695393, 0.018531618510847947, 0.9771652312246581, 0.5052686171509552, 0.5201059408150547, 0.19896549175035605, 0.7286039427451027, 0.4844568469685846]","[3, 2, 5, 1, 4, [1.5196279901379195, 1.5243460082501217]]",-28.849598,1.0,7300.789554132554,208.47547539325058,1,0
94,"[0.017897853046506595, 0.38944727348596575, 0.9120949664064083, 0.03535349121147924, 0.16919538686138702, 0.6711654985587723, 0.0462066756116879, 0.3684925416947067, 0.5028198890801869, 0.8440224847413138]","[5, 4, 2, 3, 1, [1.5822266297982102, 1.5379188975394096]]",-45.28595,1.0,6794.282889103134,-30.077464923972684,0,1
95,"[0.007412845313457317, 0.8441909596555315, 0.4008346223448126, 0.22322559250533058, 0.6596515884607123, 0.6302159228167671, 0.8870358919360203, 0.4551788341848251, 0.5504034058350752, 0.16934252760448976]","[3, 1, 5, 2, 4, [1.5813575810890876, 1.5988271956461748]]",-36.00555,1.0,7200.3680933825435,-83.87313360861901,1,0
96,"[0.8089082593825226, 0.4185447531635563, 0.718689277755065, 0.523062262374129, 0.1855392776362923, 0.2873085745981325, 0.7317066395056967, 0.12025977417597622, 0.6006158031063134, 0.5040633119969135]","[1, 2, 5, 3, 4, [1.5214841927017357, 1.589058188303358]]",-26.747416,0.348,5961.3779141507985,-27.42478091379735,1,0
97,"[0.14713608551358504, 0.5799356297225494, 0.8211584394056554, 0.20783465155508452, 0.02913304990054144, 0.5755648815430369, 0.5897082090505871, 0.08739234149538389, 0.7861499297480662, 0.6278903141777227]","[5, 3, 4, 2, 1, [1.5155869717166917, 1.5972836750016268]]",-47.03274,1.0,7528.327463258639,36.862227200669736,0,0
98,"[0.9023261078602403, 0.928529361597842, 0.9727722539136443, 0.29053499866376775, 0.4245998654128944, 0.1892656035055218, 0.01650812905451704, 0.5073743232592449, 0.15290821126885512, 0.2284242150484097]","[2, 3, 1, 4, 5, [1.517586272929945, 1.5998865200744123]]",-28.29279,0.129,5457.967420230944,-4.447860222415102,0,1
99,"[0.4328104748027929, 0.7856828247543497, 0.9813171216101606, 0.12799054754746286, 0.8578934952674784, 0.9402157138161409, 0.8401808836511279, 0.04278347303178476, 0.5611928299394864, 0.9226508924750118]","[3, 1, 4, 5, 2, [1.5823856863076444, 1.5251288952063866]]",-46.17228,0.621,6769.695628475849,69.30837321608746,1,0
100,"[0.5157123070119107, 0.02349026655338471, 0.46567022077661635, 0.025394352648063, 0.6355485950730179, 0.9277466652900598, 0.5478871898185126, 0.6570428676724975, 0.08063431673676702, 0.7544616139298357]","[5, 3, 4, 2, 1, [1.5208781962960003, 1.5736463927178408]]",-35.872936,1.0,5360.511950782027,-74.37873023652935,1,0
101,"[0.6779693877535445, 0.5829968901421262, 0.598355506113826, 0.4669832887257588, 0.9661795576665093, 0.6806759311172816, 0.9855597610715404, 0.14077092354841092, 0.060077888176035654, 0.010179862108434468]","[4, 5, 3, 2, 1, [1.52939854660328, 1.5530607149792246]]",-31.60235,0.014,6481.058098311234,-4.956276333222888,2,0
102,"[0.3791934472737455, 0.4038686377177122, 0.01730710139490077, 0.1517826786281702, 0.42181496303040555, 0.42820045057477374, 0.16233567040030195, 0.42253775876332245, 0.8029840285903087, 0.499888940480273]","[3, 1, 4, 2, 5, [1.5064132834657875, 1.5808640626624832]]",-36.90054,1.0,6188.897078377642,112.99866033461458,0,0
103,"[0.43013656029654057, 0.22077772178891775, 0.8097973518215476, 0.5501530823658924, 0.3150673462880823, 0.39913881166418896, 0.6070309614803078, 0.4948594819311446, 0.7752631599049216, 0.08497770994892684]","[4, 3, 5, 2, 1, [1.5201541654999247, 1.5181230642590358]]",-43.489475,0.243,5119.848082083215,-239.73312607254866,0,1
104,"[0.04438403758215159, 0.5352056413106785, 0.9018406993650211, 0.4072785501884739, 0.12667068926987624, 0.47256831548393907, 0.8616019860770743, 0.6946160328042644, 0.03047951275705374, 0.11750591915645547]","[2, 4, 1, 3, 5, [1.5807243345266968, 1.5653647444962802]]",-54.725246,1.0,7542.141865312875,-237.65021739274908,0,1
105,"[0.27074818972315984, 0.15225287197599646, 0.04193113099775336, 0.5868077677722876, 0.10165539428272341, 0.32178984274819966, 0.7978792417400713, 0.6300557263980784, 0.7780962809021216, 0.18809624636829314]","[1, 5, 2, 4, 3, [1.543799295710777, 1.5049655354683535]]",-20.82928,1.0,5941.691615001854,-82.72547676280584,2,0
106,"[0.5491742647155177, 0.4427519809334609, 0.7552217758628612, 0.006985569032099237, 0.39626136917083754, 0.958351327595708, 0.9542216247867924, 0.547534774467586, 0.4913397161275477, 0.6235640741922126]","[2, 4, 3, 1, 5, [1.5820863305859205, 1.558356772063539]]",-28.57332,1.0,5838.806974305286,74.49780849025609,0,0
107,"[0.4008736410296956, 0.9822226467517134, 0.915903808860457, 0.5860290503182722, 0.46416956956175626, 0.008088626389582187, 0.058553836649162694, 0.7299560280183367, 0.8289470888960216, 0.3147011000715164]","[3, 4, 2, 1, 5, [1.5910307051474453, 1.5367761688289276]]",-42.047,0.041,5265.521340831013,-269.7907819450578,0,1
108,"[0.9799729017477221, 0.4747998206801264, 0.24165278994906259, 0.22853194806442845, 0.9552513080821505, 0.9097334257524031, 0.06037349474109155, 0.7229946083624967, 0.23870202330988521, 0.8208119056694113]","[5, 2, 4, 1, 3, [1.5265499992939457, 1.5220780900930084]]",-45.72978,0.228,6461.750660638227,98.17810114536124,1,0
109,"[0.44136116287869365, 0.054756749662995485, 0.38181013893684446, 0.4960732573695332, 0.06177540691688377, 0.6246177657354678, 0.01614223500401113, 0.8113082754200815, 0.43695967592842044, 0.0316238912151513]","[4, 1, 5, 3, 2, [1.5694716495843242, 1.528103854485895]]",-36.847893,1.0,6887.886399859616,223.66973301632774,0,0
110,"[0.24979132579844432, 0.8987956926941785, 0.6750126893084932, 0.5466930482178796, 0.7000106184843082, 0.6805402341073769, 0.0695001470694444, 0.44190791334196367, 0.17615872574583735, 0.7881880112086943]","[5, 3, 2, 1, 4, [1.592396605458096, 1.5288450423410984]]",-44.47351,0.193,5696.663315911433,-239.84126627261548,2,0
111,"[0.1055707943679981, 0.8581130789934779, 0.1110254191187875, 0.16725118605236788, 0.8781938707044085, 0.7193998728923922, 0.4231401564626551, 0.6484888960290711, 0.8570501265908916, 0.132802497770526]","[2, 3, 5, 1, 4, [1.568893421771179, 1.594883313428774]]",-18.606876,0.76,6993.426546313197,133.46708838427134,0,0
112,"[0.19529990353242777, 0.31614975110342924, 0.9948689069352438, 0.5567788604734948, 0.24236703337959264, 0.4867384237631902, 0.7497068736090313, 0.5626443040172078, 0.021268362277211406, 0.41071695324590285]","[3, 1, 4, 5, 2, [1.5873037288970213, 1.5613527606645785]]",-43.09243,0.314,5668.555104639289,102.98081032514364,1,0
113,"[0.3573799958220454, 0.989443103232885, 0.7116714115858579, 0.04482945032216068, 0.20910545162830896, 0.038598255207265675, 0.02302094530720522, 0.1976012908656668, 0.3604692694613447, 0.5802504480358776]","[4, 3, 2, 5, 1, [1.5560427673374837, 1.5531041441092324]]",-39.219498,1.0,7433.436414000998,-205.3136088459554,1,0
114,"[0.8809437981170002, 0.6118076308120397, 0.7784306945425534, 0.33525089589677093, 0.13893430264830609, 0.7654520482084524, 0.2992123689397387, 0.4221371601530567, 0.3828879320255705, 0.9362578857156882]","[5, 2, 4, 3, 1, [1.5919303655566759, 1.5883035264460892]]",-46.198845,0.558,5796.7947027689615,-93.09617093997139,1,0
115,"[0.3804446584261646, 0.13072525789693168, 0.2684741110850143, 0.10978914665034711, 0.10558902792286484, 0.8598359526634606, 0.35941207930042796, 0.9315883036341499, 0.6515154477484824, 0.3745310164872587]","[3, 4, 1, 2, 5, [1.5443920242847518, 1.5619454604054717]]",-9.551906,0.76,4458.599410151533,203.11251265495855,2,0
116,"[0.6004409718857002, 0.4843510891969314, 0.4222916020616978, 0.385314320992613, 0.9413043795252262, 0.5719237755422164, 0.398227956876808, 0.3992040162497599, 0.7158172978410137, 0.32616393121775467]","[1, 3, 2, 4, 5, [1.5633505334016005, 1.5194010992211735]]",-26.527452,0.051,4454.455059668049,148.5557639605834,0,0
117,"[0.9153207206162317, 0.7553991825947795, 0.825197276565831, 0.45949346542774583, 0.29874688464824184, 0.4509135040379748, 0.1425760095793852, 0.31296658351574635, 0.7418278725584883, 0.043394108372447504]","[5, 3, 4, 2, 1, [1.5325898795614261, 1.546390467802863]]",-35.09358,0.117,6858.788942999117,-22.6262360009909,1,0
118,"[0.420838279357189, 0.8058870922614817, 0.7034827340095502, 0.5698879265229538, 0.505925099087986, 0.35358891714726304, 0.4498852876494628, 0.725463002909839, 0.7531619893148377, 0.43457519974210446]","[2, 4, 3, 5, 1, [1.5021569149967884, 1.591545635288982]]",-23.97303,0.034,3878.369433802883,56.22327845990739,1,0
119,"[0.3552624731397528, 0.8340931959301005, 0.44783984591816905, 0.1969669693700301, 0.7729991472105986, 0.6241376032832381, 0.8228211222041191, 0.7045833137877836, 0.21482092318147838, 0.12897217620973667]","[4, 2, 3, 1, 5, [1.5221472210099851, 1.5695342496535167]]",-35.12601,0.307,6583.588552306202,47.591765705967845,3,0
120,"[0.17595477554623118, 0.6743513806001434, 0.6123934462015671, 0.16907752055406977, 0.11146173163549944, 0.041367461763471836, 0.001037853131638955, 0.9999948122486939, 0.6426693275797135, 0.4502731828728366]","[4, 3, 5, 1, 2, [1.5490578594491822, 1.5890146998175412]]",-33.260273,0.728,6500.602345263975,-82.72645929051674,0,1
121,"[0.1527427575240572, 0.1725466603453375, 0.5888223910701603, 0.524152381342372, 0.44865295348187395, 0.3416687359299855, 0.4412002937140639, 0.5194392056954412, 0.5531911386725836, 0.1289545364317568]","[5, 3, 2, 4, 1, [1.5523859068426795, 1.5340356700743758]]",-37.5141,0.488,5702.651151836425,130.42130223190213,1,0
122,"[0.19469157573030516, 0.838275656016076, 0.570616343058843, 0.8482386741076053, 0.819716718420312, 0.9961621957209476, 0.7259915516216484, 0.33450557248808543, 0.1425875552709277, 0.5664900369019757]","[1, 4, 5, 2, 3, [1.5077980673463403, 1.5652363109813503]]",-48.597588,0.317,5942.999239922012,-15.626666073929073,1,0
123,"[0.4518105980113879, 0.4763523491578935, 0.16642232901069487, 0.7840090850178463, 0.5435797940048415, 0.37723050341972886, 0.22701668977852618, 0.8703797950511764, 0.5146962918417991, 0.4844154647299539]","[2, 1, 4, 3, 5, [1.5703404010258268, 1.5305931587148143]]",-30.904718,0.429,5776.366708470847,16.829830747055638,0,0
124,"[0.5945403396528581, 0.838634833272578, 0.898517778065368, 0.6958473268118929, 0.7259469573719239, 0.10951048773662753, 0.8570587438411249, 0.470780645440551, 0.4324716607635273, 0.6670412872770684]","[4, 5, 3, 2, 1, [1.595751459075251, 1.51272622209279]]",-27.529875,0.007,5135.108220902294,-91.76202712181413,2,0
125,"[0.0743173545019411, 0.9889275301716511, 0.8048151351464446, 0.7827782669982235, 0.005469938279404674, 0.880568311771585, 0.9625924507153024, 0.2794167017635527, 0.7115991748203263, 0.780061071292065]","[5, 2, 1, 4, 3, [1.5501980008285696, 1.5904167687707718]]",-24.0988,1.0,8039.902695134278,48.95802789290906,1,0
126,"[0.18135670375453572, 0.023477539413928272, 0.44556544016758715, 0.48984686556367973, 0.48134751374702467, 0.4051299891957989, 0.18817243062759947, 0.46715769797093154, 0.9843347429621999, 0.46030203441153783]","[2, 1, 4, 5, 3, [1.5832207695742628, 1.5531097692866815]]",-48.31813,1.0,5929.498889243427,191.27909097357434,0,0
127,"[0.6670270077871251, 0.8728384396740029, 0.4777596622987228, 0.05242282144127708, 0.9499226318002238, 0.9883237213725715, 0.7442962715241734, 0.9095067869344613, 0.8905724317871438, 0.2013816139006801]","[4, 5, 2, 3, 1, [1.5861662369387215, 1.5507028118581039]]",-40.1877,1.0,6638.222281443576,-89.70079724611321,1,0
128,"[0.37410767734829775, 0.5879400772005482, 0.13675993624945737, 0.62171306226644, 0.8311320086323108, 0.3875970241045029, 0.5231379927598119, 0.4130398648722774, 0.9413866366266722, 0.9369030870240946]","[2, 1, 5, 3, 4, [1.5705313245433314, 1.5412237446735801]]",-43.932213,0.573,6616.0034709716665,-97.10806903081061,0,1
129,"[0.04680298290600915, 0.48225104887237324, 0.3313074423353678, 0.4103493467277164, 0.24054208252222742, 0.6206925813005093, 0.8298479469072904, 0.6413977897010577, 0.18435471507778478, 0.005398903684761369]","[2, 4, 1, 5, 3, [1.5781152148732116, 1.5299187347245193]]",-37.20083,1.0,6342.161447904001,-150.41033563943625,0,1
130,"[0.9201784723362642, 0.506208849789279, 0.6966221534711456, 0.799641219904659, 0.6666819814857083, 0.5065974265791755, 0.17273534690955006, 0.44599995504369216, 0.5564053526327991, 0.8488289500204197]","[2, 4, 1, 5, 3, [1.5925044972387659, 1.5190539454672638]]",-30.327103,0.011,5288.592090584217,34.63114731680983,2,0
131,"[0.5362957219763187, 0.04424353476787146, 0.9341730275401534, 0.6648616725702877, 0.41984540779542945, 0.19348228374184284, 0.26485225225717357, 0.5013169304557453, 0.34603636847058894, 0.5809625971352561]","[2, 1, 4, 3, 5, [1.5458070955391183, 1.5332090091987534]]",-54.05443,1.0,5822.596822905396,-80.50378604564673,1,0
132,"[0.20903343065928748, 0.6222552445111209, 0.32063819642345437, 0.2633733983587302, 0.31954205177355977, 0.33468680224699376, 0.7268990974722531, 0.5745656367341719, 0.22718049562942666, 0.8426075330638064]","[5, 4, 1, 2, 3, [1.5279686195032463, 1.5430217755595113]]",-15.957662,0.278,5071.292458196497,51.2365415828809,3,0
133,"[0.40980018580625743, 0.683698553484057, 0.008929319798410829, 0.34715057441831587, 0.533461624691595, 0.17082207356809753, 0.692879637315092, 0.11726237726153965, 0.4794854359860129, 0.42298501750553863]","[4, 2, 1, 5, 3, [1.5933345933011112, 1.5357855170520813]]",-34.863705,1.0,5849.361441254322,-72.4796974649339,1,0
134,"[0.9038643798657466, 0.8169809216839279, 0.17724223863619692, 0.03471424235313458, 0.07127923352549992, 0.8039224060791964, 0.007104034198715192, 0.061917304846090926, 0.6815732075284073, 0.5310529266215241]","[1, 5, 3, 2, 4, [1.5902857111946327, 1.5433551951757842]]",-33.467823,1.0,6734.945703303636,-6.160553397873343,0,1
135,"[0.7545311583426376, 0.9560432548390908, 0.8343664459249164, 0.05991715398161934, 0.3349822919843738, 0.8190562894302557, 0.3364389633372149, 0.5344882917432165, 0.44308857571542737, 0.9861033974573774]","[2, 4, 5, 3, 1, [1.5044761645051334, 1.5582450179689167]]",-58.18429,1.0,6365.3836305228,-135.39766297178943,1,0
136,"[0.011919362083648077, 0.27024227686651736, 0.1626819574824766, 0.4186913727086896, 0.9832894180471963, 0.9412458510691648, 0.23523105060562954, 0.5870051710808208, 0.613548942156238, 0.41728923782141625]","[4, 5, 1, 2, 3, [1.5141662973389665, 1.533944678283404]]",-47.580223,1.0,7086.345674776224,-176.96538181402525,1,0
137,"[0.6598937081028409, 0.539410603429826, 0.4356163241113804, 0.39767592049986245, 0.4303505994962611, 0.39227724286414867, 0.8820772285788371, 0.4462652093277034, 0.45647256773167366, 0.9362959823637983]","[3, 5, 4, 2, 1, [1.550870890058226, 1.5333726557043406]]",-24.008389,0.041,5802.2942166319135,186.51816370043866,0,0
138,"[0.1289468007049992, 0.952436864412622, 0.29411088861736134, 0.2301399467407963, 0.8326357504091234, 0.7214595828493898, 0.2779295727402933, 0.891808153393553, 0.8735991287428935, 0.22447984907481866]","[3, 2, 1, 5, 4, [1.5375563270509662, 1.5812221095227077]]",-26.975218,0.615,8340.544798423794,141.14772709760285,0,0
139,"[0.977558616520673, 0.7684360914067667, 0.4044085937008428, 0.40392008265779356, 0.8398451501761082, 0.425726415295718, 0.6307034997155518, 0.7715585977013064, 0.529184331754584, 0.1576629881273356]","[3, 2, 1, 5, 4, [1.5109294133427666, 1.5264251300969849]]",-31.92305,0.04,4827.902090217181,-151.95389083566317,1,0
140,"[0.8677619882032699, 0.10364247982591479, 0.5498227172361095, 0.588454424019968, 0.665434631096503, 0.5588730185957779, 0.773435013689487, 0.8923738508629233, 0.48581703527596776, 0.7316320755362243]","[1, 5, 4, 2, 3, [1.5757932819163272, 1.5440796599533366]]",-15.950425,0.771,4603.854603308236,-77.9968387260331,1,0
141,"[0.546140065135673, 0.4123353538404123, 0.17392649405523408, 0.8185040664350431, 0.9081449689375867, 0.3194212723663321, 0.975143754752946, 0.3961508569758576, 0.9494965730302278, 0.2900993922172883]","[3, 4, 1, 5, 2, [1.5823790835470037, 1.529530071370043]]",-47.7009,0.393,7587.608223100686,-353.3114095213896,1,0
142,"[0.5918614367285274, 0.925149259775091, 0.27388032235986814, 0.03253776477973491, 0.2519281719946087, 0.6916761647600997, 0.4365828054941463, 0.3562817890995721, 0.11619319730929711, 0.7858117389344402]","[4, 3, 1, 2, 5, [1.5534439236030237, 1.5845057363035542]]",-51.837135,1.0,6824.491918996073,-315.3683015161265,1,0
143,"[0.13146586964027307, 0.23381943296755736, 0.30564429102684276, 0.9785626405266419, 0.38826501936061464, 0.7024390393096144, 0.761785270455493, 0.938820300906664, 0.7436906601690296, 0.36324571698754216]","[2, 1, 4, 3, 5, [1.5422232849617914, 1.5661311525043318]]",-31.543642,0.598,6307.264426149502,54.81179947213192,0,0
144,"[0.3508009004920265, 0.7572333120081035, 0.15145115893792405, 0.09163862953461965, 0.78734246556991, 0.4468288077882824, 0.38168234311763727, 0.35810508290539333, 0.5507580487602194, 0.5949814875425168]","[4, 1, 5, 3, 2, [1.5083427077592786, 1.5344787626682497]]",-38.90509,0.865,6249.584636791847,-84.20384886203533,1,0
145,"[0.5811723333218486, 0.616393078871328, 0.8747322845595602, 0.8477787675492378, 0.4979515221248173, 0.048178878239064415, 0.5292586476125588, 0.8755772058526465, 0.11342914207163712, 0.4775752340328402]","[5, 4, 2, 1, 3, [1.5940509603978454, 1.5906687108220232]]",-44.13799,0.011,6505.450862801562,36.624077909325194,1,0
146,"[0.9674373716877848, 0.6767283579104599, 0.17072062650152742, 0.06168767223498206, 0.0003823359257122405, 0.5555123541492288, 0.878314822144959, 0.8947214233155482, 0.4786316057538702, 0.9917952898822773]","[4, 5, 2, 1, 3, [1.5256063145166543, 1.5466883174085577]]",-26.709162,1.0,7191.715304577797,-74.75891572029781,0,1
147,"[0.4578805716283256, 0.689738694866847, 0.6700594133030069, 0.9567661497900373, 0.005108398442030926, 0.03249416152319473, 0.7802188875057077, 0.4975022449274117, 0.5416978102681544, 0.28389207207025535]","[3, 5, 2, 4, 1, [1.544422339725554, 1.5826716233625975]]",-55.91742,1.0,6680.821404885469,-220.32982768095127,1,0
148,"[0.07341536254011949, 0.759349124017227, 0.41100452599775894, 0.3891912840797044, 0.29982696490531824, 0.9359465095668542, 0.4470803962532982, 0.5577575081419321, 0.7023179078478602, 0.6821997911960059]","[3, 5, 2, 4, 1, [1.520564955836513, 1.5894708592004818]]",-37.664856,1.0,5067.604865470025,99.33340296985705,0,0
149,"[0.028735046540226294, 0.1913438657914186, 0.09361892970571606, 0.5973212908656818, 0.10814587349580629, 0.18508601325496077, 0.9601880509702609, 0.15683157815294402, 0.9724778402942701, 0.9466950997984287]","[5, 2, 3, 1, 4, [1.5573301935562005, 1.5255908175105484]]",-38.868267,1.0,5826.753434523752,134.05308122530676,0,0
150,"[0.5867676132255848, 0.9877896063138387, 0.3592213907861601, 0.844935525226082, 0.7696612790542832, 0.967345912666117, 0.6945208996018383, 0.38480597016241747, 0.33824529820872873, 0.17723122250112533]","[4, 2, 1, 5, 3, [1.5294144900335405, 1.5928023757578926]]",-44.38541,0.066,5948.208374950222,-44.23148268884495,1,0
151,"[0.9918430521902197, 0.5237345390809772, 0.6565863314573366, 0.11777558575324953, 0.9867654500739346, 0.10344511018546998, 0.9370436982402517, 0.12287552338519592, 0.9444300215554045, 0.8092064822987989]","[4, 1, 2, 3, 5, [1.5117541874704103, 1.5157587836802076]]",-48.640495,0.688,8770.021741476983,-307.69325495896226,1,0
152,"[0.8569318102164533, 0.14162610256926778, 0.46788398691270505, 0.33336771075203664, 0.754988424788983, 0.0029639191226509265, 0.2986558172082038, 0.19171578260500766, 0.05920340276615865, 0.5575790224987152]","[1, 3, 4, 2, 5, [1.5142470673750394, 1.5252719575584317]]",-41.129257,0.54,5419.834217743329,-62.70200314948198,1,0
153,"[0.6766083953179642, 0.4197101409099504, 0.05580535306916046, 0.3306111889105249, 0.07943715642988591, 0.908115817804406, 0.8287083689712551, 0.48505784009984054, 0.11012583312676427, 0.13100570078668028]","[5, 3, 2, 4, 1, [1.5955701434304517, 1.5864434247343073]]",-36.41869,1.0,7584.715253216952,-168.0631334334155,0,1
154,"[0.19210665142000305, 0.580245232491275, 0.2254738993209977, 0.6084032066558223, 0.6320181026575258, 0.26862633559612725, 0.526136743616493, 0.23307060677005953, 0.20145193656820148, 0.31558711160024144]","[2, 5, 4, 1, 3, [1.5746567191519807, 1.5033332960412866]]",-22.774784,0.331,3663.3076139254263,170.73336865232932,2,0
155,"[0.004227556598491944, 0.10044834226623378, 0.2311415948445611, 0.18657232087289, 0.8450923536006087, 0.18222742807098757, 0.039047748937892646, 0.07550647946553035, 0.9465481798906866, 0.3227726561147021]","[5, 4, 1, 2, 3, [1.581733762569543, 1.5321604222509198]]",-24.395044,1.0,5695.086719211866,25.863382592363905,0,0
156,"[0.10449588044461877, 0.6181487837906612, 0.6506254395670436, 0.03899042152201193, 0.5611415285686173, 0.2973541029452481, 0.9218040251751408, 0.7293195814451479, 0.5096044091930952, 0.9009539069709154]","[1, 4, 3, 5, 2, [1.5189522093868377, 1.5817481655733168]]",-29.405304,1.0,5061.418829485798,150.83345845204974,2,0
157,"[0.8876622946208184, 0.9389267229682189, 0.9643838536524921, 0.7657586783496948, 0.5041829254750788, 0.2662121903852379, 0.24282486557993122, 0.8915985025961374, 0.7502243809350521, 0.3466665273216474]","[5, 2, 4, 1, 3, [1.5888543028373143, 1.5091092095498486]]",-26.785156,0.011,6170.292218022588,158.08891505080354,1,0
158,"[0.5249590587294759, 0.4387173196217161, 0.31981332463632506, 0.6989833464206825, 0.7182436352069079, 0.22388913865317317, 0.5233955863907936, 0.5196015257088028, 0.07954022685388384, 0.9828470346785952]","[4, 2, 3, 1, 5, [1.5841120456979358, 1.5204705634863118]]",-39.134735,0.099,5779.376542967719,53.72779744431742,1,0
159,"[0.07380782958005139, 0.049099331366356025, 0.20486043902654838, 0.4531596478543828, 0.6779774110959447, 0.4015208099380455, 0.3048548830858603, 0.5453211991672914, 0.07915745217142156, 0.0604339538736699]","[1, 3, 5, 4, 2, [1.5743600427220619, 1.5473756254741]]",-26.47786,1.0,5747.384478736354,85.71199512978723,1,0
160,"[0.0566379818451046, 0.5930822166877026, 0.2823304160084801, 0.9138198274486412, 0.6029525250530816, 0.07318420665768732, 0.8292789203432122, 0.4979028875570284, 0.3757018762468006, 0.3912153896973116]","[5, 2, 4, 3, 1, [1.561326126624177, 1.572312759635124]]",-49.472317,1.0,6064.725342773002,-266.7517368779046,0,1
161,"[0.2981500718080855, 0.6124299032634032, 0.7897737650744704, 0.39358074996889725, 0.9365758285975587, 0.1445091702102641, 0.8561158471756519, 0.976587337194181, 0.8089009171772604, 0.6492565725563013]","[2, 5, 3, 1, 4, [1.5975826330478902, 1.5407039139581453]]",-33.345226,0.118,5967.612155514799,-105.31757563763017,0,1
